city,state,date,type,description,source,severity
Detroit,MI,Unknown,ICE_OPERATION,Detroit teenagers were detained by ICE. They're now being held in Texas - MLIVE(opens in a new tab),https://www.mlive.com/news/2025/12/detroit-teenagers-were-detained-by-ice-theyre-now-being-held-in-texas.html,5
San Diego,CA,Unknown,ICE_OPERATION,ICE detains Diabetic Norwegian Woman at Green Card Interview - Newsweek(opens in a new tab),https://www.newsweek.com/ice-detains-diabetic-norwegian-woman-green-card-interview-husband-11091459,5
San Diego,CA,Unknown,ICE_OPERATION,ICE arrests at San Diego green card interviews include military spouses - NBC News(opens in a new tab),https://www.nbcnews.com/news/us-news/ice-arrests-san-diego-green-card-interviews-include-military-spouses-rcna246851,5
Cary,NC,Unknown,CONSTITUTIONAL_VIOLATION,They basically just kidnapped me': US citizen taken by Border Patrol in Cary - USA Today(opens in a new tab),https://www.usatoday.com/story/news/local/2025/11/24/us-citizen-taken-by-border-patrol-cary-nc/87393735007/,6
Boston,MA,Unknown,ICE_OPERATION,19-year-old college student deported despite judge's order blocking her removal : Lawyer - ABC News(opens in a new tab),https://abcnews.go.com/US/19-year-college-student-deported-despite-judges-order/story?id=127914941,5
Long Beach,CA,Unknown,POLICE_VIOLENCE,"Amid string of raids, immigration agents chase gardener, tackle him in front of LBPD officers, witnesses say - Long Beach Post News(opens in a new tab",https://lbpost.com/news/ice-raid-long-beach-pollys-pies-lbpd/,7
Canby,OR,Unknown,CONSTITUTIONAL_VIOLATION,Oregon coalition says ICE detained four US citizens in Oregon this week - KATU(opens in a new tab),https://katu.com/news/local/oregon-coalition-says-ice-detained-four-us-citizens-in-oregon-this-week,6
San Diego,CA,Unknown,ICE_OPERATION,Green Card Interviews End in Handcuffs for Spouses of U.S. Citizens - The New York Times(opens in a new tab),https://www.nytimes.com/2025/11/26/us/trump-green-card-interview-arrests.html,6
Detroit,MI,Unknown,ICE_OPERATION,Detroit teenagers were detained by ICE. They're now being held in Texas. - MLIVE(opens in a new tab),https://www.mlive.com/news/2025/12/detroit-teenagers-were-detained-by-ice-theyre-now-being-held-in-texas.html,5
Providence,RI,Unknown,ICE_OPERATION,RI Supreme Court justice rips ICE after intern 'wrongfully' detained - USA Today(opens in a new tab),https://www.usatoday.com/story/news/politics/courts/2025/11/20/ri-judge-steps-in-to-save-intern-after-ice-wrongfully-detains-them/87381451007/,5
McMinnville,OR,Unknown,POLICE_VIOLENCE,"High school senior, a U.S. citizen, detained by ICE in Oregon - The Oregonian/OregonLive(opens in a new tab)",https://www.oregonlive.com/portland/2025/11/high-school-senior-in-oregon-a-us-citizen-detained-by-ice.html,8
Oklahoma City,OK,Unknown,ICE_OPERATION,OU College of International Studies professor reportedly arrested by ICE - OU Daily(opens in a new tab),https://www.oudaily.com/news/ou-professor-arrest-ice-immigration-and-customs-enforcement/article_22f9ca06-9ed3-4df2-8f3d-08a5464d017f.html,5
New York City,NY,Unknown,ICE_OPERATION,A New York Marriage is Torn Apart by ICE - Documented(opens in a new tab),https://documentedny.com/2025/12/02/a-new-york-marriage-torn-apart-by-ice/,5
St. Paul,MN,Unknown,POLICE_VIOLENCE,"Man detained by ICE as federal agents, police clash with protesters in St. Paul, chemical irritants deployed - CBS News(opens in a new tab)",https://www.cbsnews.com/minnesota/news/federal-agents-st-paul-clash-nov-25-2025/,7
St. Paul,MN,Unknown,ICE_OPERATION,Family of man swept up in St. Paul ICE raid say agents entered house without a warrant - Sahan Journal(opens in a new tab),https://sahanjournal.com/immigration/st-paul-ice-raid-family-speaks-out/,6
New York City,NY,Unknown,ICE_OPERATION,"Father, 6-year-old son allegedly separated after being detained by ICE in NYC - CBS News(opens in a new tab)",https://www.cbsnews.com/newyork/news/nyc-father-son-detained-by-ice-separated/,5
Baltimore,MD,Unknown,CONSTITUTIONAL_VIOLATION,ICE Says U.S. Citizen’s Birth Certificate Is Fake After Arresting Her: Attorneys - HuffPost(opens in a new tab),https://www.huffpost.com/entry/us-citizen-arrested-by-ice_n_693c9355e4b018dc36f254c0?oom,6
Minneapolis,MN,Unknown,POLICE_VIOLENCE,"ACLU sues ICE, alleging agency violates constitutional rights of observers and protesters - Minnesota Reformer(opens in a new tab)",https://minnesotareformer.com/2025/12/17/aclu-sues-ice-alleging-agency-violates-constitutional-rights-of-observers-and-protesters/,8
Charlotte,NC,Unknown,POLICE_VIOLENCE,Charlotte man says Border Patrol agents injured him as he drove for groceries - The News & Observer(opens in a new tab),https://www.newsobserver.com/news/state/north-carolina/article313002102.html,8
Santa Ana,CA,Unknown,POLICE_VIOLENCE,Video: Southern California ICE protest turns violent amid nationwide uproar - KTLA,https://ktla.com/news/local-news/video-southern-california-ice-protest-turns-violent-amid-nationwide-uproar/,7
Minneapolis,MN,Unknown,CONSTITUTIONAL_VIOLATION,Five Native Americans detained by ICE during ongoing raids in Minneapolis - ICT News,https://ictnews.org/news/five-native-americans-detained-by-ice-during-ongoing-raids-in-minneapolis/,6
Hartford,CT,Unknown,POLICE_VIOLENCE,"Video: Federal officers drive through anti-ICE protests in Hartford, striking one person - WBUR",https://www.wbur.org/news/2026/01/12/connecticut-ice-car-hit-protest-investigation-renee-good,7
Minneapolis,MN,Unknown,POLICE_VIOLENCE,"Video: Border agents descend on Richfield Target store, arrest drive-up workers - Bring Me The News",https://www.msn.com/en-us/news/other/video-border-agents-descend-on-richfield-target-store-arrest-drive-up-workers/ar-AA1TQ6fi?ocid=BingNewsVerp,8
Robinsdale,MN,Unknown,POLICE_VIOLENCE,I felt like I was kidnapped': Ojibwe man recounts ICE detainment - ICT News,https://ictnews.org/news/i-felt-like-i-was-kidnapped-ojibwe-man-recounts-ice-detainment/,8
Minneapolis,MN,Unknown,POLICE_VIOLENCE,Fundraiser launched for local artist and DJ who were apprehended by ICE - Bring Me The News,https://bringmethenews.com/minnesota-news/fundraiser-launched-for-local-artist-and-dj-who-were-apprehended-by-ice,7
Santa Ana,CA,Unknown,POLICE_VIOLENCE,"SoCal protester permanently blinded by DHS agent, family says - Los Angeles Times",https://www.latimes.com/california/story/2026-01-13/socal-protester-permanently-blinded-by-dhs-agent-family-says,8
Concerning Arrest/Detention,XX,Unknown,ICE_OPERATION,"ACLU Sues Federal Government to End ICE, CBP's Practice of Suspicionless Stops, Warrantless Arrests, and Racial Profiling of Minnesotans - ACLU",https://www.aclu.org/press-releases/aclu-sues-federal-government-to-end-ice-cbps-practice-of-suspicionless-stops-warrantless-arrests-and-racial-profiling-of-minnesotans,5
Minneapolis,MN,Unknown,POLICE_VIOLENCE,U.S. Border Patrol agent knees man in the face in Minneapolis as other agents hold him down - Minnesota Reformer,https://minnesotareformer.com/2026/01/12/u-s-border-patrol-knees-man-in-face-in-minneapolis-as-other-agents-hold-him-down/,7
Salisbury,MD,Unknown,POLICE_VIOLENCE,ICE officers arrest Salisbury woman outside Pinehurst Elementary School - USA Today(opens in a new tab),https://www.usatoday.com/story/news/local/maryland/2025/12/18/ice-officers-arrest-salisbury-woman-pinehurst-elementary-school/87824244007/,7
Minneapolis,MN,Unknown,POLICE_VIOLENCE,"Minneapolis duo details their ICE detention, including pressure to rat on protest organizers - AP News",https://apnews.com/article/immigration-protest-arrests-detention-ice-8993bfd5d54b870521ec5b44fc42cd71,7
Downey,CA,Unknown,POLICE_VIOLENCE,"Landscapers wrestle with immigrations agents during attempted detention in Downey, video shows - ABC 7",https://www.msn.com/en-us/news/crime/landscapers-wrestle-with-immigrations-agents-during-attempted-detention-in-downey-video-shows/ar-AA1U3zEH,7
Minneapolis,MN,Unknown,POLICE_VIOLENCE,"ICE agents smash car window, detain man in Minnesota - Newsweek",https://www.msn.com/en-us/news/us/ice-agents-smash-car-window-detain-man-in-minnesota/ar-AA1U4l4u,7
Minneapolis,MN,Unknown,POLICE_VIOLENCE,Dramatic video captures immigration arrest in city on edge after ICE shooting - The Sydney Morning Herald,https://www.smh.com.au/world/north-america/dramatic-video-captures-immigration-arrest-in-city-on-edge-after-shooting-20260112-p5ntfl.html,7
Long Island,NY,Unknown,ICE_OPERATION,Mamdani 'outraged' after New York City Council employee detained by ICE - ABC News,https://abcnews.go.com/US/mamdani-outraged-after-new-york-city-council-employee/story?id=129149275,5
Minneapolis,MN,Unknown,POLICE_VIOLENCE,Video shows federal agent shoving Minneapolis City Council president - CBS News,https://www.cbsnews.com/minnesota/news/ice-federal-agent-shoves-minneapolis-city-council-president-elliot-payne/,8
Minneapolis,MN,Unknown,POLICE_VIOLENCE,ICE Violently Arrests Woman Trying to Pass Them to Get to the Doctor - The New Republic,https://newrepublic.com/post/205252/ice-arrests-minneapolis-woman-car-doctor,7
Minneapolis,MN,Unknown,POLICE_VIOLENCE,"ICE agents outside Roosevelt High School draws conflicting accounts from union, DHS - FOX 9 Minneapolis-St. Paul",https://www.msn.com/en-us/news/news/ice-agents-outside-roosevelt-high-school-draws-conflicting-accounts-from-union-dhs/ar-AA1TPy4n,7
Minneapolis,MN,Unknown,POLICE_VIOLENCE,Minneapolis protester shot in face by ICE agent as chaos unfolds after death - The Mirror US,https://www.msn.com/en-us/news/news/breaking-minneapolis-protester-shot-in-face-by-ice-agent-as-chaos-unfolds-after-death/ar-AA1TLght,7
Minneapolis,MN,Unknown,POLICE_VIOLENCE,"Protesters, federal agents clash Thursday after ICE agent fatal shooting of civilian - KSTP",https://kstp.com/kstp-news/top-news/protests-continue-thursday-after-an-ice-agent-shot-and-killed-a-woman-in-minneapolis/,7
Minneapolis,MN,Unknown,POLICE_VIOLENCE,Videos Contradict Trump Administration Account of ICE Shooting in Minneapolis - The New York Times,https://www.nytimes.com/video/us/100000010631041/minneapolis-ice-shooting-video.html,8
Orem,UT,Unknown,ICE_OPERATION,Update: ICE deported a man picked up in Utah. Now a judge says the Trump administration must bring him back - Salt Lake Tribune(opens in a new tab),https://www.msn.com/en-us/news/crime/ice-deported-a-man-picked-up-in-utah-now-a-judge-says-the-trump-administration-must-bring-him-back/ar-AA1Tvlky?ocid=BingNewsSerp,5
Phoenix,AZ,Unknown,ICE_OPERATION,ICE detains Phoenix mom with DACA status while shopping on Christmas Eve - Arizona's Family(opens in a new tab),https://www.azfamily.com/2025/12/31/ice-detains-phoenix-mom-with-daca-status-while-shopping-christmas-eve/,6
Glen Burnie,MD,Unknown,POLICE_VIOLENCE,Anne Arundel County Police contradict DHS account of Christmas Eve ICE shooting - WMAR News(opens in a new tab),https://www.wmar2news.com/news/region/anne-arundel-county/anne-arundel-county-police-contradict-dhs-account-of-christmas-eve-ice-shooting,7
Westerville,OH,Unknown,ICE_OPERATION,Family of ICE detainee arrested near Columbus last week claims he has a valid visa - ABC6(opens in a new tab),https://abc6onyourside.com/news/local/family-of-ice-detainee-arrested-near-columbus-last-week-claims-he-has-a-valid-visa-central-ohio-news-arturo-brito-goncalvez-westerville-immigration-venezuela,6
Minnetonka,MN,Unknown,ICE_OPERATION,ICE announces names of people arrested outside courtrooms at Ridgedale Service Center - KARE-TV(opens in a new tab),https://www.kare11.com/article/news/local/ice-announces-names-of-people-arrested-outside-courtrooms-at-ridgedale-service-center/89-9440cf5d-da4f-490e-ab26-7404bea3b320,7
Los Angeles,CA,Unknown,POLICE_VIOLENCE,LAPD investigation continues into fatal New Year Eve's shooting by off-duty ICE agent - LA Times(opens in a new tab),https://www.msn.com/en-us/news/crime/lapd-investigation-continues-into-fatal-new-years-eve-shooting-by-off-duty-ice-agent/ar-AA1TtU8H?ocid=BingNewsVerp,7
Durango,CO,Unknown,POLICE_VIOLENCE,Resident arrested by ICE on New Year's Eve lived in Durango for 22 years - Durango Herald(opens in a new tab),https://www.durangoherald.com/articles/resident-arrested-by-ice-on-new-years-eve-lived-in-durango-for-22-years/,7
Durango,CO,Unknown,POLICE_VIOLENCE,Photos and video: ICE protests return to Durango - Durango Herald(opens in a new tab),https://www.durangoherald.com/articles/photos-ice-protests-return-to-durango/,8
Hopkins,MN,Unknown,ICE_OPERATION,"ICE surveilled parish during Mass, mayor says - EWTN News",https://www.ewtnnews.com/world/us/minnesota-ice-catholic-church?redirectedfrom=cna,7
Austin,TX,Unknown,CONSTITUTIONAL_VIOLATION,ICE takes 5-year-old and mom into custody from Texas community - FOX 7,https://www.fox7austin.com/news/ice-takes-5-year-old-mom-custody-from-texas-community,6
Concerning Use of Force,Co,Unknown,ICE_OPERATION,"ACLU Sues Federal Government to End ICE, CBP's Practice of Suspicionless Stops, Warrantless Arrests, and Racial Profiling of Minnesotans - ACLU",https://www.aclu.org/press-releases/aclu-sues-federal-government-to-end-ice-cbps-practice-of-suspicionless-stops-warrantless-arrests-and-racial-profiling-of-minnesotans,5
Minneapolis,MN,Unknown,POLICE_VIOLENCE,"Protesters, federal agents clash Thursday after ICE agent fatal shooting of civilian - KSTP(opens in a new tab)",https://kstp.com/kstp-news/top-news/protests-continue-thursday-after-an-ice-agent-shot-and-killed-a-woman-in-minneapolis/,7
Minneapolis,MN,Unknown,POLICE_VIOLENCE,Videos Contradict Trump Administration Account of ICE Shooting in Minneapolis - The New York Times(opens in a new tab),https://www.nytimes.com/video/us/100000010631041/minneapolis-ice-shooting-video.html,8
Minneapolis,MN,Unknown,POLICE_VIOLENCE,"ICE agents outside Roosevelt High School draws conflicting accounts from union, DHS - FOX 9 Minneapolis-St. Paul(opens in a new tab)",https://www.msn.com/en-us/news/news/ice-agents-outside-roosevelt-high-school-draws-conflicting-accounts-from-union-dhs/ar-AA1TPy4n?ocid=BingNewsSerp,7
Minneapolis,MN,Unknown,CONSTITUTIONAL_VIOLATION,"They could see my color"": Minneapolis Uber driver speaks out on why Border Patrol accosted him - The Intercept",https://theintercept.com/2026/01/11/uber-minneapolis-border-patrol-somali-american/,6
Charlotte,NC,Unknown,POLICE_VIOLENCE,"Border Patrol breaks car window, arrest U.S. citizens -- Spectrum News 1(opens in a new tab)",https://spectrumlocalnews.com/nc/charlotte/news/2025/11/19/neighbor--border-patrol-agents-break-car-window--arrest-u-s--citizens-in-charlotte,8
Vancouver,WA,Unknown,POLICE_VIOLENCE,ICE agents under scrutiny after man’s legs allegedly crushed in Vancouver arrest - OPB(opens in a new tab),https://www.opb.org/article/2025/12/06/vancouver-ice-alleged-crushing-legs/,7
San Antonio,TX,Unknown,POLICE_VIOLENCE,"Video from North Side raid shows FBI arresting more than 150 people, destroying surveillance camera - KSAT(opens in a new tab)",https://www.ksat.com/news/local/2025/11/21/video-from-north-side-raid-shows-fbi-arresting-more-than-150-people-destroying-surveillance-camera/,7
Syracuse,NY,Unknown,ICE_OPERATION,"2 SUNY Upstate Hospital workers are detained by ICE at immigration hearing, unions say - syracuse.com(opens in a new tab)",https://www.syracuse.com/news/2025/10/2-suny-upstate-hospital-workers-are-detained-by-ice-at-immigration-hearing-unions-say.html,8
Chicago,IL,Unknown,POLICE_VIOLENCE,"Federal Agent Told Combat Veteran 'You're Dead, Liberal' At Little Village Encounter, Attorneys Say - Book Club Chicago(opens in a new tab)",https://blockclubchicago.org/2025/10/28/federal-agent-told-combat-veteran-youre-dead-liberal-during-ice-encounter-lawsuit-alleges/,8
New York City,NY,Unknown,ICE_OPERATION,16-year-old boy detained by ICE in NYC after scheduled immigration appointment - CBS New York(opens in a new tab),https://www.cbsnews.com/newyork/news/16-year-old-boy-detained-by-ice-nyc/?intcid=CNR-02-0623,5
Chicago,IL,Unknown,POLICE_VIOLENCE,"Federal agents detain high school student in Little Village, deploy tear gas in faceoff with protesters - Chicago Sun-Times(opens in a new tab)",https://chicago.suntimes.com/immigration/2025/10/23/feds-make-arrests-deploy-tear-gas-during-face-off-with-protesters-near-little-village-discount-mall,8
Houston,TX,Unknown,POLICE_VIOLENCE,U.S.-born Houston teen says ICE agents beat him and his father during stop - MSN(opens in a new tab),https://www.msn.com/en-us/news/other/u-s-born-houston-teen-says-ice-agents-beat-him-and-his-father-during-stop/ar-AA1Piqml?ocid=BingNewsSerp,8
Gary,IN,Unknown,POLICE_VIOLENCE,"Siblings shaken after feds raid Gary home, arrest family — 'They punched me in the eye' - WBEZ Chicago(opens in a new tab)",https://www.wbez.org/immigration/2025/10/30/gary-family-arrested-ice-indiana-immigration,9
Denver,CO,Unknown,ICE_OPERATION,"Fifth grade teacher detained by ICE along with family, says school - CBS Colorado(opens in a new tab)",https://www.cbsnews.com/colorado/news/fifth-grade-teacher-family-douglas-county-colorado-detained-ice/?intcid=CNR-02-0623,6
Chicago,IL,Unknown,POLICE_VIOLENCE,"Immigration enforcement on North Side leads to tense confrontations, soft lockdowns at schools - ABC7 Chicago(opens in a new tab)",https://abc7chicago.com/post/ice-chicago-news-demonstrators-broadview-facility-dhs-defends-apparent-tear-gas-use-little-village-protesters/18066452/,7
Chicago,IL,Unknown,POLICE_VIOLENCE,"US citizen, 67, suffers broken ribs after Border Patrol agents drag him out of car in shocking video: report - NY Post(opens in a new tab)",https://nypost.com/2025/10/29/us-news/us-citizen-suffers-broken-ribs-after-border-patrol-agents-drag-him-out-of-car-while-driving-into-blocked-off-street-in-immigration-operation-during-chicago-childrens-halloween-parade/,8
Houston,TX,Unknown,ICE_OPERATION,Episcopal Diocese calls for justice for Texas priest detained by ICE - San Antonio Current(opens in a new tab),https://www.sacurrent.com/news/texas-news/episcopal-diocese-of-texas-calls-for-justice-for-lone-star-state-priest-detained-by-ice/,5
Chicago,IL,Unknown,POLICE_VIOLENCE,ICE in Chicago: Tear gas deployed in Irving Park and Avondale - Chicago Tribune(opens in a new tab),https://www.chicagotribune.com/2025/10/25/chicago-tear-gas-irving-park/,7
Aurora,IL,Unknown,POLICE_VIOLENCE,"US citizens detained by feds speak out after protesters confront agents at Aurora school, hospital - ABC 7 Chicago(opens in a new tab)",https://www.msn.com/en-us/news/us/us-citizens-detained-by-feds-speak-out-after-protesters-confront-agents-at-aurora-school-hospital/ar-AA1PeV0d?ocid=BingNewsVerp,9
Chicago,IL,Unknown,POLICE_VIOLENCE,"ICE and Border Patrol's use of tear gas injures, sickens and tests the law - The Washington Post(opens in a new tab)",https://www.washingtonpost.com/immigration/2025/11/01/dhs-ice-border-patrol-chicago-tear-gas/,7
Addison,IL,Unknown,POLICE_VIOLENCE,Feds break car window to detain woman at Addison grocery store – NBC Chicago(opens in a new tab),https://www.nbcchicago.com/news/local/video-shows-federal-agent-break-car-window-to-detain-woman-outside-grocery-store/3843752/,7
Harrisonburg,VA,Unknown,ICE_OPERATION,Harrisonburg mother 'aggressively detained' in front of teenage daughter by federal agents - WHSV(opens in a new tab),https://www.whsv.com/video/2025/10/29/harrisonburg-mother-aggressively-detained-front-teenage-daughter-by-federal-agents/,5
Gresham,OR,Unknown,POLICE_VIOLENCE,ICE detains U.S. citizen for 7 hours after she photographed agents in Oregon - OregonLive(opens in a new tab),https://www.oregonlive.com/politics/2025/11/ice-detains-us-citizen-for-7-hours-after-she-photographed-agents-in-gresham.html,8
Dallas,TX,Unknown,ICE_OPERATION,Family of Arlington man detained by ICE pleads for his release as son's health fails - Dallas Morning News(opens in a new tab),https://www.msn.com/en-us/health/other/family-of-arlington-man-detained-by-ice-demands-release-as-his-son-s-health-fails/ar-AA1Tj172?ocid=BingNewsSerp,6
Durango,CO,Unknown,POLICE_VIOLENCE,Masked Officer Throws Protester Down Hill Outside of Colorado ICE Facility - Denver Westword(opens in a new tab),https://www.westword.com/news/masked-officer-throws-hurts-woman-colorado-ice-facility-40798245/,7
Charlotte,NC,Unknown,POLICE_VIOLENCE,"Charges against NC ICE protester not true, her lawyer says | Charlotte Observer(opens in a new tab)",https://www.charlotteobserver.com/news/local/crime/article313003582.html?link_source=ta_thread_link&taid=691f98c581d1f40001b52a06&utm_campaign=trueanthem&utm_medium=social&utm_source=threads.net,8
New York City,NY,Unknown,ICE_OPERATION,"A Woman Self-Deported, Hoping to Shield Her Son. He Was Detained Anyway.(opens in a new tab)",https://www.nytimes.com/2025/10/24/nyregion/teenager-detained-mother-self-deported.html?smid=nytcore-ios-share&referringSource=articleShare,5
Avondale,AZ,Unknown,POLICE_VIOLENCE,"ICE says an immigrant rammed agent's car, witnesses say otherwise - AZ Mirror(opens in a new tab)",https://azmirror.com/2025/10/24/ice-says-an-immigrant-rammed-agents-car-witnesses-say-otherwise/,7
Wilder,ID,Unknown,POLICE_VIOLENCE,"105 arrested in Wilder ICE raid, questions remain about tactics used - Boise State Public Radio(opens in a new tab)",https://www.boisestatepublicradio.org/news/2025-10-20/fbi-ice-raid-wilder-idaho-protest-aclu-poder,8
Portland,OR,Unknown,ICE_OPERATION,A Portland family says their Dad was wrongly arrested by ICE. Now He's Lost in Immigration Detention  - Reason(opens in a new tab),https://reason.com/2025/10/30/a-portland-family-says-their-dad-was-wrongly-arrested-by-ice-now-hes-lost-in-immigration-detention/,6
Gresham,OR,Unknown,POLICE_VIOLENCE,"ICE in Oregon: Pointing rifles at family, stopping teens at gunpoint, pinning man during arrest - The Oregonian(opens in a new tab)",https://www.oregonlive.com/politics/2025/10/ice-in-oregon-pointing-rifles-at-family-stopping-minors-at-gunpoint-laying-on-top-of-man-during-arrest.html,8
Hamden,CT,Unknown,ICE_OPERATION,"ICE raid at Hamden car wash created 'chaos in our town', official says - New Haven Register(opens in a new tab)",https://www.msn.com/en-us/news/us/ice-raid-at-hamden-car-wash-created-chaos-in-our-town-official-says/ar-AA1OxruR?ocid=BingNewsVerp,5
Portland,OR,Unknown,POLICE_VIOLENCE,Residents report health impacts as tear gas use continues near Portland ICE facility - KATU(opens in a new tab),https://katu.com/news/local/residents-report-health-impacts-as-tear-gas-use-continues-near-portland-ice-facility,8
Oxnard,CA,Unknown,POLICE_VIOLENCE,Activist says video shows ICE rammed his truck. ICE says the opposite - Los Angeles Times(opens in a new tab),https://www.latimes.com/california/story/2025-10-16/agents-accuse-activists-of-slamming-into-their-vehicle,7
Portland,OR,Unknown,POLICE_VIOLENCE,Comedian Vows to Sue Over His ICE Arrest While Dressed as a Giraffe - Daily Beast(opens in a new tab),https://www.thedailybeast.com/comedian-vows-to-sue-over-his-portland-ice-arrest-while-dressed-as-a-giraffe/,8
Portland,OR,Unknown,POLICE_VIOLENCE,Portland Police Chief Reveals Troops Tear-Gassed Protest by Accident - The New Republic(opens in a new tab),https://newrepublic.com/post/202443/portland-police-chief-donald-trump-protest-tear-gas-accident,7
Chicago,IL,Unknown,ICE_OPERATION,Her baby was in the NICU. She was in ICE detention. - The 19th(opens in a new tab),https://19thnews.org/2025/12/postpartum-immigrant-detention-ice/,5
Chicago,IL,Unknown,CONSTITUTIONAL_VIOLATION,"Tensions rise as driver attempts to hit federal agents in Chicago, at least 7 detained - WGN9(opens in a new tab)",https://wgntv.com/news/operation-midway-blitz/tensions-rise-as-driver-attempts-to-hit-federal-agents-in-chicago-at-least-7-detained/,6
San Diego,CA,Unknown,ICE_OPERATION,Asylum-seekers now held for days in a downtown San Diego basement - Times of San Diego(opens in a new tab),https://timesofsandiego.com/politics/2025/10/20/asylum-seekers-held-basement-san-diego-ice/,7
Chicago,IL,Unknown,POLICE_VIOLENCE,ICE Agent Points Gun at Pregnant Woman During Arrest - Newsweek(opens in a new tab),https://www.newsweek.com/ice-agent-pregnant-woman-firearm-illinois-10922067,8
Oak Park,IL,Unknown,POLICE_VIOLENCE,Oak Park attorney detained by ICE outside elementary school  - Wednesday Journal(opens in a new tab),https://www.oakpark.com/2025/10/21/oak-park-attorney-detained-by-ice-outside-elementary-school/,8
Berwyn,IL,Unknown,POLICE_VIOLENCE,Illinois state representative describes ICE encounter with gun - CNN(opens in a new tab),https://www.cnn.com/2025/10/22/us/video/illinois-state-representative-hoan-huynh-says-ice-pointed-gun-vrtc,8
Los Angeles,CA,Unknown,POLICE_VIOLENCE,Shooting of suspect and deputy U.S. marshal highlights ICE aggression - Los Angeles Times(opens in a new tab),https://www.latimes.com/california/story/2025-10-22/tiktok-streamer-ice-arrest,7
New York City,NY,Unknown,CONSTITUTIONAL_VIOLATION,"4 US citizens arrested during ICE crackdown on NYC's Canal Street, congressman says - ABC News(opens in a new tab)",https://abcnews.go.com/US/nyc-residents-increase-ice-arrests-after-crackdown-canal/story?id=126763379,6
Chicago,IL,Unknown,ICE_OPERATION,Immigration agents arrest CPS vendor outside North Side school - Chicago Sun-Times(opens in a new tab),https://chicago.suntimes.com/immigration/2025/10/21/immigration-arrest-decatur-classical-school,7
Durango,CO,Unknown,ICE_OPERATION,"Hundreds protest outside ICE building in Durango after 2 children, father detained - The Colorado Sun(opens in a new tab)",https://coloradosun.com/2025/10/28/protest-ice-detain-two-children-father-durango/,6
Chicago,IL,Unknown,POLICE_VIOLENCE,Border Patrol chief accused of violating judge's order after video shows him throwing apparent tear gas canister - CNN(opens in a new tab),https://www.cnn.com/us/live-news/national-guard-deployment-immigration-raids-10-23-25-hnk?post-id=cmh3z59gc00003b6n43ldjz6r,8
Dallas,TX,Unknown,ICE_OPERATION,Folks aren't coming back out.': Immigrants are increasingly being detained at Dallas ICE office - KERA News(opens in a new tab),https://www.keranews.org/news/2025-11-18/folks-arent-coming-back-out-immigrants-are-increasingly-being-detained-at-dallas-ice-office,5
Little Rock,AR,Unknown,ICE_OPERATION,Little Rock woman says ICE targeted her husband due to her activism - Arkansas Times(opens in a new tab),https://arktimes.com/arkansas-blog/2025/11/07/little-rock-woman-says-ice-targeted-her-husband-due-to-her-activism,5
Temecula,CA,Unknown,POLICE_VIOLENCE,Off-Duty Agent Arrested After Holding US Citizen at Gunpoint - Newsweek(opens in a new tab),https://www.newsweek.com/off-duty-agent-arrested-after-holding-us-citizen-at-gunpoint-lawyer-11064094,8
New York City,NY,Unknown,POLICE_VIOLENCE,"Immigration Feds Rip Man From Car In Manhattan: Video | Washington Heights, NY Patch(opens in a new tab)",https://patch.com/new-york/washington-heights-inwood/immigration-feds-grab-man-out-car-manhattan-video,7
Santa Ana,CA,Unknown,POLICE_VIOLENCE,"ICE agent points gun at woman accused of recording him, Fullerton police say - ABC7 Los Angeles(opens in a new tab)",https://abc7.com/post/ice-agent-points-gun-woman-accused-recording-fullerton-police-say/18141167/,7
Cicero,IL,Unknown,POLICE_VIOLENCE,1-year-old pepper-sprayed by federal agent in Cicero: 'My daughter didn't have to go through this' - Chicago Sun-Times(opens in a new tab),https://chicago.suntimes.com/immigration/2025/11/09/1-year-old-pepper-sprayed-by-federal-agent-in-cicero,7
Memphis,TN,Unknown,POLICE_VIOLENCE,"Tear gas deployed to home during ICE arrest, attorney says | WREG Memphis(opens in a new tab)",https://wreg.com/news/tear-gas-deployed-to-home-during-ice-arrest-attorney-says/,8
Fitchburg,MA,Unknown,POLICE_VIOLENCE,"Man appears to have a seizure as ICE arrests his wife, but U.S. officials push back - NBC10 Boston(opens in a new tab)",https://www.nbcboston.com/news/local/fitchburg-ice-arrest/3842060/,7
Cottage Grove,OR,Unknown,POLICE_VIOLENCE,ICE detains local mother and store owner | ABC KEZI9 News(opens in a new tab),https://www.kezi.com/news/local/ice-detains-local-mother-and-store-owner/article_9b2f5568-4529-44ab-bd7d-16e27eab9b2c.html,7
Chicago,IL,Unknown,ICE_OPERATION,Yo tengo papeles': Teacher detained by immigration agents in North Center day care - Chicago Sun Times(opens in a new tab),https://chicago.suntimes.com/immigration/2025/11/05/daycare-teacher-taken-by-ice-north-side-immigration,7
Cedar Rapids,IA,Unknown,ICE_OPERATION,Iowa family calls to halt man's deportation at Miller-Meeks town hall - Des Moines Register(opens in a new tab),https://www.desmoinesregister.com/story/news/politics/2025/11/11/daniel-angel-melendez-deportation-mariannette-miller-meeks-town-hall/87212988007/?taid=6913b8f032465a00018ad2a1,6
Cypress Park,CA,Unknown,CONSTITUTIONAL_VIOLATION,Father separated from toddler in immigration raid is released - Boyle Heights Beat(opens in a new tab),https://boyleheightsbeat.com/father-toddler-reunited-cypress-park-los-angeles-immigration-raid/,6
